SpecimenID,Species,DungType,TimePt,Storage,Extraction,DNAPurity,DNAYield
PM0268,Paragymnopleurus_maurus,Tiger,60,LiqN,Entire,0.378470216,42.27059516
PM0269,Paragymnopleurus_maurus,Tiger,60,LiqN,Entire,1.136214949,47.82481881
PM0270,Paragymnopleurus_maurus,Tiger,60,LiqN,Entire,0.469185643,41.72120448
PM0271,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,0.589408249,15.07888402
PM0272,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,1.154437703,14.55544931
PM0273,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,0.138098321,19.05229934
PM0274,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,0.18500645,15.05168263
PM0275,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,1.943799213,14.18838155
PM0276,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,0.973831456,17.90752056
PM0277,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,1.950773433,17.30645002
PM0278,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,1.138073508,14.63306298
PM0279,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,0.037679005,14.00928956
PM0280,Paragymnopleurus_maurus,Tiger,120,LiqN,Entire,1.669046362,11.24161926
PM0281,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.250975325,17.64933938
PM0282,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.481041046,14.07297694
PM0283,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.927156154,14.24415215
PM0284,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.933953221,17.50071186
PM0285,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.681321697,19.47956086
PM0286,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.340442093,17.81524253
PM0287,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.134804169,14.15106743
PM0288,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.928795831,12.22554392
PM0289,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.195500056,18.25312976
PM0290,Paragymnopleurus_maurus,Tiger,180,LiqN,Entire,1.123954283,10.08452004
PM0291,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,0.123020162,12.55467789
PM0292,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,1.69567133,10.50474179
PM0293,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,0.697920593,13.92404076
PM0294,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,1.338437078,10.32769562
PM0295,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,0.308640027,13.49391795
PM0296,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,1.501678654,12.28366772
PM0297,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,1.922444425,11.68153366
PM0298,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,1.127594436,12.49452062
PM0299,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,0.848260062,12.36281788
PM0300,Paragymnopleurus_maurus,Tiger,360,LiqN,Entire,1.259557557,11.62782148
PM0301,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,1.695710251,5.411322273
PM0302,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,1.406502745,5.153613524
PM0303,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,0.630120995,9.091955417
PM0304,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,0.599031843,7.921761254
PM0305,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,1.254641618,7.464593805
PM0306,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,0.288797509,7.636895468
PM0307,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,1.355273451,5.300600041
PM0308,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,1.174645453,8.489266439
PM0309,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,1.176616841,5.390348928
PM0310,Paragymnopleurus_maurus,Tiger,600,LiqN,Entire,0.849310063,9.958026868
PM0311,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,1.136653395,0.637796987
PM0312,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,0.672604612,0.934007559
PM0313,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,0.291459986,1.971112844
PM0314,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,0.567487092,1.589480234
PM0315,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,0.171721535,1.487154414
PM0316,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,1.47984679,0.577166048
PM0317,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,0.18950355,0.43966141
PM0318,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,0.613435326,0.695234991
PM0319,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,1.281050089,1.185226305
PM0320,Paragymnopleurus_maurus,Tiger,1440,LiqN,Entire,1.590180444,1.292054484
