"","qseid","sseqid","n"
"2954","OTU_769","OM634652.1",1
"2955","OTU_769","ON060839.1",1
"2956","OTU_769","ON706057.1",1
"2957","OTU_769","OQ443259.1",1
"2958","OTU_769","OQ443262.1",1
"2959","OTU_769","OQ443264.1",1
"2960","OTU_769","OQ443267.1",1
"2961","OTU_769","OQ443271.1",1
"2962","OTU_769","OR234746.1",1
"2963","OTU_769","OR255999.1",1
"2964","OTU_769","OR268692.1",1
"2965","OTU_769","OR360135.1",1
"2966","OTU_769","OR360175.1",1
"2967","OTU_769","OR360178.1",1
"2968","OTU_769","OR360215.1",1
"2969","OTU_769","OR360223.1",1
"2970","OTU_769","OR397962.1",1
"2971","OTU_769","PP763926.1",1
"2972","OTU_769","PP763929.1",1
"2973","OTU_769","PP763931.1",1
"2974","OTU_769","PP763932.1",1
"2975","OTU_769","PP763934.1",1
"2976","OTU_769","PP763936.1",1
"2977","OTU_769","PP763937.1",1
"2978","OTU_769","PP763942.1",1
"2979","OTU_769","PP763943.1",1
"2980","OTU_769","PP763944.1",1
"2981","OTU_769","PP763945.1",1
"2982","OTU_769","PP763947.1",1
"2983","OTU_769","PP763950.1",1
"2984","OTU_769","PP763974.1",1
"2985","OTU_769","PP763975.1",1
"2986","OTU_769","PP763978.1",1
"2987","OTU_769","PP763982.1",1
"2988","OTU_769","PP763983.1",1
"2989","OTU_769","PP763987.1",1
"2990","OTU_769","PP763988.1",1
"2991","OTU_769","PV693689.1",1
"2992","OTU_77","XM_071200981.1",1
"2993","OTU_77","XM_071200982.1",1
"2994","OTU_77","XM_071200984.1",1
"2995","OTU_77","XM_071200985.1",1
"2996","OTU_77","XM_071200986.1",1
"2997","OTU_77","XM_071200987.1",1
"2998","OTU_77","XM_071200988.1",1
"2999","OTU_772","AC215276.3",1
"3000","OTU_78","AC215276.3",1
"3001","OTU_79","MK034335.1",1
"3002","OTU_8","LN873134.1",1
"3003","OTU_80","NC_026120.1",1
"3004","OTU_820","AY714029.1",1
"3005","OTU_820","KT587372.1",1
"3006","OTU_820","KT587454.1",1
"3007","OTU_820","MG272710.1",1
"3008","OTU_820","OM638241.1",1
"3009","OTU_820","OM638242.1",1
"3010","OTU_87","AL117351.12",1
"3011","OTU_88","AC012365.6",1
"3012","OTU_89","NM_001194967.1",1
"3013","OTU_89","XR_011620582.1",1
"3014","OTU_9","MZ087696.1",1
"3015","OTU_9","MZ087697.1",1
"3016","OTU_9","MZ901377.1",1
"3017","OTU_9","MZ901378.1",1
"3018","OTU_9","MZ901385.1",1
"3019","OTU_9","MZ901388.1",1
"3020","OTU_9","MZ901403.1",1
"3021","OTU_9","MZ901423.1",1
"3022","OTU_9","MZ901424.1",1
"3023","OTU_9","MZ901427.1",1
"3024","OTU_9","MZ901429.1",1
"3025","OTU_9","MZ901448.1",1
"3026","OTU_9","MZ901456.1",1
"3027","OTU_9","MZ901462.1",1
"3028","OTU_9","MZ901470.1",1
"3029","OTU_9","MZ901471.1",1
"3030","OTU_9","MZ901473.1",1
"3031","OTU_9","MZ901478.1",1
"3032","OTU_9","MZ901485.1",1
"3033","OTU_9","MZ901486.1",1
"3034","OTU_9","MZ901490.1",1
"3035","OTU_9","MZ901500.1",1
"3036","OTU_9","MZ901513.1",1
"3037","OTU_9","MZ901514.1",1
"3038","OTU_9","MZ901516.1",1
"3039","OTU_9","MZ901517.1",1
"3040","OTU_9","MZ901519.1",1
"3041","OTU_9","MZ901520.1",1
"3042","OTU_9","MZ901525.1",1
"3043","OTU_9","MZ901526.1",1
"3044","OTU_9","MZ901528.1",1
"3045","OTU_9","MZ901531.1",1
"3046","OTU_9","MZ901533.1",1
"3047","OTU_9","MZ901538.1",1
"3048","OTU_9","MZ901544.1",1
"3049","OTU_9","MZ901545.1",1
"3050","OTU_9","MZ901547.1",1
"3051","OTU_9","MZ901551.1",1
"3052","OTU_9","MZ901554.1",1
"3053","OTU_9","MZ901557.1",1
"3054","OTU_9","MZ901560.1",1
"3055","OTU_9","MZ901564.1",1
"3056","OTU_9","MZ901585.1",1
"3057","OTU_9","MZ901586.1",1
"3058","OTU_9","MZ901588.1",1
"3059","OTU_9","MZ901594.1",1
"3060","OTU_9","MZ901597.1",1
"3061","OTU_9","MZ901610.1",1
"3062","OTU_9","MZ901615.1",1
"3063","OTU_9","MZ901618.1",1
"3064","OTU_9","MZ901625.1",1
"3065","OTU_9","MZ901630.1",1
"3066","OTU_9","MZ901636.1",1
"3067","OTU_9","MZ901638.1",1
"3068","OTU_9","MZ901639.1",1
"3069","OTU_9","MZ901644.1",1
"3070","OTU_9","MZ901649.1",1
"3071","OTU_9","MZ901650.1",1
"3072","OTU_9","MZ901651.1",1
"3073","OTU_9","MZ901658.1",1
"3074","OTU_9","MZ901660.1",1
"3075","OTU_9","MZ901663.1",1
"3076","OTU_9","MZ901664.1",1
"3077","OTU_9","MZ901665.1",1
"3078","OTU_9","MZ901695.1",1
"3079","OTU_9","MZ901698.1",1
"3080","OTU_9","MZ901699.1",1
"3081","OTU_9","MZ901707.1",1
"3082","OTU_9","MZ901710.1",1
"3083","OTU_9","MZ901711.1",1
"3084","OTU_9","MZ901715.1",1
"3085","OTU_9","MZ901716.1",1
"3086","OTU_9","MZ901718.1",1
"3087","OTU_9","MZ901723.1",1
"3088","OTU_9","MZ901735.1",1
"3089","OTU_9","MZ901741.1",1
"3090","OTU_9","MZ901746.1",1
"3091","OTU_9","MZ901757.1",1
"3092","OTU_9","MZ901759.1",1
"3093","OTU_9","OP858997.1",1
"3094","OTU_9","OP858999.1",1
"3095","OTU_9","OP859002.1",1
"3096","OTU_9","OP859004.1",1
"3097","OTU_9","OP859005.1",1
"3098","OTU_9","OR360108.1",1
"3099","OTU_9","OR360133.1",1
"3100","OTU_9","OR360165.1",1
"3101","OTU_9","OR360176.1",1
"3102","OTU_9","OR360185.1",1
"3103","OTU_9","OR360187.1",1
"3104","OTU_9","OR766834.1",1
"3105","OTU_9","OR766838.1",1
"3106","OTU_9","OR766840.1",1
"3107","OTU_9","OR766845.1",1
"3108","OTU_9","OR766861.1",1
"3109","OTU_9","OR766862.1",1
"3110","OTU_9","OR766863.1",1
"3111","OTU_9","OR777284.1",1
"3112","OTU_9","PP780079.1",1
"3113","OTU_9","PX112828.1",1
"3114","OTU_90","NG_027492.2",1
"3115","OTU_914","PP654785.1",1
"3116","OTU_93","AC236992.2",1
"3117","OTU_95","AF029308.1",1
"3118","OTU_95","AL356489.14",1
"3119","OTU_95","FN674006.1",1
"3120","OTU_95","NG_001337.2",1
"3121","OTU_95","NG_023461.1",1
"3122","OTU_96","AL035427.17",1
"3123","OTU_97","XM_011978151.1",1
"3124","OTU_97","XM_012058929.1",1
"3125","OTU_97","XM_031656858.1",1
"3126","OTU_983","6GAW_BA",1
"3127","OTU_983","8OIN_B8",1
"3128","OTU_983","KX982653.1",1
"3129","OTU_983","KX982656.1",1
"3130","OTU_983","KX982659.1",1
"3131","OTU_983","KX982660.1",1
"3132","OTU_983","KY800118.1",1
"3133","OTU_983","LC500156.1",1
"3134","OTU_983","LC500157.1",1
"3135","OTU_983","LC880095.1",1
"3136","OTU_983","MF183224.1",1
"3137","OTU_983","MG009445.1",1
"3138","OTU_983","MG250515.1",1
"3139","OTU_983","MG250516.1",1
"3140","OTU_983","MG250517.1",1
"3141","OTU_983","MG250518.1",1
"3142","OTU_983","MG250522.1",1
"3143","OTU_983","MG250526.1",1
"3144","OTU_983","MG250528.1",1
"3145","OTU_983","MG250529.1",1
"3146","OTU_983","MG250538.1",1
"3147","OTU_983","MG250539.1",1
"3148","OTU_983","MG250543.1",1
"3149","OTU_983","MG250544.1",1
"3150","OTU_983","MG250545.1",1
"3151","OTU_983","MG250546.1",1
"3152","OTU_983","MG250551.1",1
"3153","OTU_983","MG250557.1",1
"3154","OTU_983","MG250559.1",1
"3155","OTU_983","MG250560.1",1
"3156","OTU_983","MG250562.1",1
"3157","OTU_983","MG837549.1",1
"3158","OTU_983","MG837550.1",1
"3159","OTU_983","MK248681.1",1
"3160","OTU_983","MK344650.1",1
"3161","OTU_983","MK344652.1",1
"3162","OTU_983","MK746089.1",1
"3163","OTU_983","MK746090.1",1
"3164","OTU_983","MK746091.1",1
"3165","OTU_983","MK746094.1",1
"3166","OTU_983","MK746096.1",1
"3167","OTU_983","MK858170.1",1
"3168","OTU_983","MK858173.1",1
"3169","OTU_983","MK858179.1",1
"3170","OTU_983","MN550011.1",1
"3171","OTU_983","MT199605.1",1
"3172","OTU_983","MT483613.1",1
"3173","OTU_983","MW916330.1",1
"3174","OTU_983","OK329967.1",1
"3175","OTU_983","OL435713.1",1
"3176","OTU_983","OL547443.1",1
"3177","OTU_983","OL547444.1",1
"3178","OTU_983","OL547453.1",1
"3179","OTU_983","OL547455.1",1
"3180","OTU_983","OL547460.1",1
"3181","OTU_983","OL547461.1",1
"3182","OTU_983","OL547481.1",1
"3183","OTU_983","OL547482.1",1
"3184","OTU_983","OM363676.1",1
"3185","OTU_983","OM468891.1",1
"3186","OTU_983","OM617468.1",1
"3187","OTU_983","OM634652.1",1
"3188","OTU_983","ON060839.1",1
"3189","OTU_983","ON706057.1",1
"3190","OTU_983","OQ443259.1",1
"3191","OTU_983","OQ443262.1",1
"3192","OTU_983","OQ443264.1",1
"3193","OTU_983","OQ443267.1",1
"3194","OTU_983","OQ443271.1",1
"3195","OTU_983","OR234746.1",1
"3196","OTU_983","OR255999.1",1
"3197","OTU_983","OR268692.1",1
"3198","OTU_983","OR360135.1",1
"3199","OTU_983","OR360175.1",1
"3200","OTU_983","OR360178.1",1
"3201","OTU_983","OR360215.1",1
"3202","OTU_983","OR360223.1",1
"3203","OTU_983","OR397962.1",1
"3204","OTU_983","PP763926.1",1
"3205","OTU_983","PP763929.1",1
"3206","OTU_983","PP763931.1",1
"3207","OTU_983","PP763932.1",1
"3208","OTU_983","PP763934.1",1
"3209","OTU_983","PP763936.1",1
"3210","OTU_983","PP763937.1",1
"3211","OTU_983","PP763942.1",1
"3212","OTU_983","PP763943.1",1
"3213","OTU_983","PP763944.1",1
"3214","OTU_983","PP763945.1",1
"3215","OTU_983","PP763947.1",1
"3216","OTU_983","PP763950.1",1
"3217","OTU_983","PP763974.1",1
"3218","OTU_983","PP763975.1",1
"3219","OTU_983","PP763978.1",1
"3220","OTU_983","PP763982.1",1
"3221","OTU_983","PP763983.1",1
"3222","OTU_983","PP763987.1",1
"3223","OTU_983","PP763988.1",1
"3224","OTU_983","PV693689.1",1
"3225","OTU_99","MT300243.1",1
"3226","OTU_99","NC_026976.1",1
